,BOP_confirmed,BOP_deaths,BOP_hospitalized,BOP_recovered,JHU_confirmed,JHU_deaths,JHU_recovered,NIHFogarty_confirmed,NIHFogarty_deaths,NIHFogarty_hospitalized,Tencent_confirmed,Tencent_deaths,Tencent_recovered,Tencent_suspected
2020-02-29,28.0,0.0,2.0,0.0,68.0,1.0,7.0,71.0,0.0,4.0,60.0,0.0,3.0,0.0
2020-03-01,48.0,3.0,2.0,0.0,74.0,1.0,7.0,91.0,0.0,4.0,60.0,0.0,3.0,0.0
2020-03-02,63.0,6.0,2.0,0.0,98.0,6.0,7.0,107.0,0.0,4.0,60.0,0.0,3.0,0.0
2020-03-03,90.0,8.0,2.0,0.0,118.0,7.0,7.0,130.0,0.0,5.0,60.0,0.0,3.0,0.0
2020-03-04,121.0,9.0,3.0,0.0,149.0,11.0,7.0,162.0,0.0,6.0,60.0,0.0,3.0,0.0
2020-03-05,182.0,10.0,3.0,0.0,217.0,12.0,7.0,236.0,0.0,8.0,60.0,0.0,3.0,0.0
2020-03-06,284.0,14.0,7.0,0.0,262.0,14.0,7.0,344.0,0.0,14.0,60.0,0.0,3.0,0.0
2020-03-07,398.0,16.0,8.0,0.0,402.0,17.0,7.0,460.0,0.0,16.0,60.0,0.0,3.0,0.0
2020-03-08,523.0,16.0,8.0,0.0,518.0,21.0,7.0,579.0,0.0,21.0,60.0,0.0,3.0,0.0
2020-03-09,696.0,16.0,9.0,0.0,583.0,22.0,7.0,749.0,0.0,23.0,60.0,0.0,3.0,0.0
2020-03-10,1014.0,17.0,10.0,0.0,959.0,28.0,8.0,1046.0,0.0,25.0,60.0,0.0,3.0,0.0
2020-03-11,1220.0,17.0,13.0,0.0,1281.0,36.0,8.0,1329.0,0.0,28.0,60.0,0.0,3.0,0.0
2020-03-12,1614.0,17.0,13.0,0.0,1663.0,40.0,12.0,1765.0,0.0,31.0,60.0,0.0,3.0,0.0
2020-03-13,2091.0,17.0,13.0,0.0,2179.0,47.0,12.0,1768.0,0.0,31.0,60.0,0.0,3.0,0.0
2020-03-14,2798.0,17.0,13.0,0.0,2727.0,54.0,12.0,,,,60.0,0.0,3.0,0.0
2020-03-15,3373.0,17.0,14.0,0.0,3499.0,63.0,12.0,,,,60.0,0.0,3.0,0.0
2020-03-16,3908.0,17.0,14.0,0.0,4632.0,85.0,17.0,,,,,,,
2020-03-17,4148.0,17.0,14.0,0.0,6421.0,108.0,17.0,,,,60.0,0.0,3.0,0.0
2020-03-18,4219.0,17.0,14.0,0.0,7783.0,118.0,0.0,,,,,,,
2020-03-19,,,,,13677.0,200.0,0.0,,,,,,,
2020-03-20,,,,,19100.0,244.0,0.0,,,,60.0,0.0,3.0,0.0
